dateday,season,year,month,holiday,weekday,workingday,weather,windspeed,casual,registered,count
2011-10-14,Winter,0,Oktober,0,Jumat,1,LIght Mist,0.223883,529,3115,3644
2011-10-15,Winter,0,Oktober,0,Sabtu,0,"Clear, Cloudy",0.258083,1899,3318,5217
2011-10-16,Winter,0,Oktober,0,Minggu,0,"Clear, Cloudy",0.281717,1748,3293,5041
2011-10-17,Winter,0,Oktober,0,Senin,1,"Clear, Cloudy",0.175379,713,3857,4570
2011-10-18,Winter,0,Oktober,0,Selasa,1,LIght Mist,0.110087,637,4111,4748
2011-10-19,Winter,0,Oktober,0,Rabu,1,"Light Snow, Thunderstorm",0.243339,254,2170,2424
2011-10-20,Winter,0,Oktober,0,Kamis,1,"Clear, Cloudy",0.422275,471,3724,4195
2011-10-21,Winter,0,Oktober,0,Jumat,1,"Clear, Cloudy",0.221396,676,3628,4304
2011-10-22,Winter,0,Oktober,0,Sabtu,0,"Clear, Cloudy",0.0926667,1499,2809,4308
2011-10-23,Winter,0,Oktober,0,Minggu,0,"Clear, Cloudy",0.0995125,1619,2762,4381
2011-10-24,Winter,0,Oktober,0,Senin,1,"Clear, Cloudy",0.118792,699,3488,4187
2011-10-25,Winter,0,Oktober,0,Selasa,1,"Clear, Cloudy",0.166658,695,3992,4687
2011-10-26,Winter,0,Oktober,0,Rabu,1,LIght Mist,0.148642,404,3490,3894
2011-10-27,Winter,0,Oktober,0,Kamis,1,LIght Mist,0.197763,240,2419,2659
2011-10-28,Winter,0,Oktober,0,Jumat,1,LIght Mist,0.229479,456,3291,3747
2011-10-29,Winter,0,Oktober,0,Sabtu,0,"Light Snow, Thunderstorm",0.351371,57,570,627
2011-10-30,Winter,0,Oktober,0,Minggu,0,"Clear, Cloudy",0.176617,885,2446,3331
2011-10-31,Winter,0,Oktober,0,Senin,1,"Clear, Cloudy",0.10635,362,3307,3669
2011-11-01,Winter,0,November,0,Selasa,1,"Clear, Cloudy",0.135571,410,3658,4068
2011-11-02,Winter,0,November,0,Rabu,1,"Clear, Cloudy",0.0820917,370,3816,4186
2011-11-03,Winter,0,November,0,Kamis,1,"Clear, Cloudy",0.136817,318,3656,3974
2011-11-04,Winter,0,November,0,Jumat,1,LIght Mist,0.271779,470,3576,4046
2011-11-05,Winter,0,November,0,Sabtu,0,"Clear, Cloudy",0.189062,1156,2770,3926
2011-11-06,Winter,0,November,0,Minggu,0,"Clear, Cloudy",0.0920542,952,2697,3649
2011-11-07,Winter,0,November,0,Senin,1,"Clear, Cloudy",0.057225,373,3662,4035
2011-11-08,Winter,0,November,0,Selasa,1,"Clear, Cloudy",0.0690375,376,3829,4205
2011-11-09,Winter,0,November,0,Rabu,1,"Clear, Cloudy",0.0621958,305,3804,4109
2011-11-10,Winter,0,November,0,Kamis,1,LIght Mist,0.189067,190,2743,2933
2011-11-11,Winter,0,November,1,Jumat,0,"Clear, Cloudy",0.314675,440,2928,3368
2011-11-12,Winter,0,November,0,Sabtu,0,"Clear, Cloudy",0.212062,1275,2792,4067
2011-11-13,Winter,0,November,0,Minggu,0,"Clear, Cloudy",0.281721,1004,2713,3717
2011-11-14,Winter,0,November,0,Senin,1,"Clear, Cloudy",0.306596,595,3891,4486
2011-11-15,Winter,0,November,0,Selasa,1,LIght Mist,0.199633,449,3746,4195
2011-11-16,Winter,0,November,0,Rabu,1,"Light Snow, Thunderstorm",0.136829,145,1672,1817
2011-11-17,Winter,0,November,0,Kamis,1,LIght Mist,0.305362,139,2914,3053
2011-11-18,Winter,0,November,0,Jumat,1,"Clear, Cloudy",0.168533,245,3147,3392
2011-11-19,Winter,0,November,0,Sabtu,0,"Clear, Cloudy",0.224496,943,2720,3663
2011-11-20,Winter,0,November,0,Minggu,0,LIght Mist,0.18595,787,2733,3520
2011-11-21,Winter,0,November,0,Senin,1,"Light Snow, Thunderstorm",0.138054,220,2545,2765
2011-11-22,Winter,0,November,0,Selasa,1,"Light Snow, Thunderstorm",0.118792,69,1538,1607
2011-11-23,Winter,0,November,0,Rabu,1,LIght Mist,0.335825,112,2454,2566
2011-11-24,Winter,0,November,1,Kamis,0,"Clear, Cloudy",0.167304,560,935,1495
2011-11-25,Winter,0,November,0,Jumat,1,"Clear, Cloudy",0.0988958,1095,1697,2792
2011-11-26,Winter,0,November,0,Sabtu,0,"Clear, Cloudy",0.0684208,1249,1819,3068
2011-11-27,Winter,0,November,0,Minggu,0,"Clear, Cloudy",0.208954,810,2261,3071
2011-11-28,Winter,0,November,0,Senin,1,"Clear, Cloudy",0.142122,253,3614,3867
2011-11-29,Winter,0,November,0,Selasa,1,LIght Mist,0.258092,96,2818,2914
2011-11-30,Winter,0,November,0,Rabu,1,"Clear, Cloudy",0.271158,188,3425,3613
2011-12-01,Winter,0,Desember,0,Kamis,1,"Clear, Cloudy",0.220158,182,3545,3727
2011-12-02,Winter,0,Desember,0,Jumat,1,"Clear, Cloudy",0.100754,268,3672,3940
2011-12-03,Winter,0,Desember,0,Sabtu,0,"Clear, Cloudy",0.0957833,706,2908,3614
2011-12-04,Winter,0,Desember,0,Minggu,0,"Clear, Cloudy",0.0839583,634,2851,3485
2011-12-05,Winter,0,Desember,0,Senin,1,LIght Mist,0.0622083,233,3578,3811
2011-12-06,Winter,0,Desember,0,Selasa,1,"Light Snow, Thunderstorm",0.232583,126,2468,2594
2011-12-07,Winter,0,Desember,0,Rabu,1,"Light Snow, Thunderstorm",0.266175,50,655,705
2011-12-08,Winter,0,Desember,0,Kamis,1,"Clear, Cloudy",0.240058,150,3172,3322
2011-12-09,Winter,0,Desember,0,Jumat,1,"Clear, Cloudy",0.0827167,261,3359,3620
2011-12-10,Winter,0,Desember,0,Sabtu,0,"Clear, Cloudy",0.233221,502,2688,3190
2011-12-11,Winter,0,Desember,0,Minggu,0,"Clear, Cloudy",0.0665417,377,2366,2743
2011-12-12,Winter,0,Desember,0,Senin,1,"Clear, Cloudy",0.06345,143,3167,3310
2011-12-13,Winter,0,Desember,0,Selasa,1,"Clear, Cloudy",0.14055,155,3368,3523
2011-12-14,Winter,0,Desember,0,Rabu,1,LIght Mist,0.0609583,178,3562,3740
2011-12-15,Winter,0,Desember,0,Kamis,1,LIght Mist,0.268042,181,3528,3709
2011-12-16,Winter,0,Desember,0,Jumat,1,LIght Mist,0.260575,178,3399,3577
2011-12-17,Winter,0,Desember,0,Sabtu,0,LIght Mist,0.243167,275,2464,2739
2011-12-18,Winter,0,Desember,0,Minggu,0,"Clear, Cloudy",0.169779,220,2211,2431
2011-12-19,Winter,0,Desember,0,Senin,1,"Clear, Cloudy",0.172896,260,3143,3403
2011-12-20,Winter,0,Desember,0,Selasa,1,LIght Mist,0.0615708,216,3534,3750
2011-12-21,Spring,0,Desember,0,Rabu,1,LIght Mist,0.2214,107,2553,2660
2011-12-22,Spring,0,Desember,0,Kamis,1,LIght Mist,0.047275,227,2841,3068
2011-12-23,Spring,0,Desember,0,Jumat,1,"Clear, Cloudy",0.274246,163,2046,2209
2011-12-24,Spring,0,Desember,0,Sabtu,0,"Clear, Cloudy",0.190304,155,856,1011
2011-12-25,Spring,0,Desember,0,Minggu,0,"Clear, Cloudy",0.155091,303,451,754
2011-12-26,Spring,0,Desember,1,Senin,0,"Clear, Cloudy",0.239465,430,887,1317
2011-12-27,Spring,0,Desember,0,Selasa,1,LIght Mist,0.18845,103,1059,1162
2011-12-28,Spring,0,Desember,0,Rabu,1,"Clear, Cloudy",0.293961,255,2047,2302
2011-12-29,Spring,0,Desember,0,Kamis,1,"Clear, Cloudy",0.119412,254,2169,2423
2011-12-30,Spring,0,Desember,0,Jumat,1,"Clear, Cloudy",0.134337,491,2508,2999
2011-12-31,Spring,0,Desember,0,Sabtu,0,"Clear, Cloudy",0.220154,665,1820,2485
2012-01-01,Spring,1,Januari,0,Minggu,0,"Clear, Cloudy",0.192167,686,1608,2294
2012-01-02,Spring,1,Januari,1,Senin,0,"Clear, Cloudy",0.329665,244,1707,1951
2012-01-03,Spring,1,Januari,0,Selasa,1,"Clear, Cloudy",0.365671,89,2147,2236
2012-01-04,Spring,1,Januari,0,Rabu,1,LIght Mist,0.1847,95,2273,2368
2012-01-05,Spring,1,Januari,0,Kamis,1,"Clear, Cloudy",0.129987,140,3132,3272
2012-01-06,Spring,1,Januari,0,Jumat,1,"Clear, Cloudy",0.167908,307,3791,4098
2012-01-07,Spring,1,Januari,0,Sabtu,0,"Clear, Cloudy",0.174758,1070,3451,4521
2012-01-08,Spring,1,Januari,0,Minggu,0,"Clear, Cloudy",0.191542,599,2826,3425
2012-01-09,Spring,1,Januari,0,Senin,1,LIght Mist,0.0989,106,2270,2376
2012-01-10,Spring,1,Januari,0,Selasa,1,"Clear, Cloudy",0.187552,173,3425,3598
2012-01-11,Spring,1,Januari,0,Rabu,1,LIght Mist,0.131221,92,2085,2177
2012-01-12,Spring,1,Januari,0,Kamis,1,LIght Mist,0.180967,269,3828,4097
2012-01-13,Spring,1,Januari,0,Jumat,1,"Clear, Cloudy",0.378108,174,3040,3214
2012-01-14,Spring,1,Januari,0,Sabtu,0,"Clear, Cloudy",0.187183,333,2160,2493
2012-01-15,Spring,1,Januari,0,Minggu,0,"Clear, Cloudy",0.251258,284,2027,2311
2012-01-16,Spring,1,Januari,1,Senin,0,"Clear, Cloudy",0.231358,217,2081,2298
2012-01-17,Spring,1,Januari,0,Selasa,1,LIght Mist,0.34913,127,2808,2935
2012-01-18,Spring,1,Januari,0,Rabu,1,"Clear, Cloudy",0.415429,109,3267,3376
2012-01-19,Spring,1,Januari,0,Kamis,1,"Clear, Cloudy",0.220158,130,3162,3292
2012-01-20,Spring,1,Januari,0,Jumat,1,LIght Mist,0.20275,115,3048,3163
2012-01-21,Spring,1,Januari,0,Sabtu,0,LIght Mist,0.222642,67,1234,1301
2012-01-22,Spring,1,Januari,0,Minggu,0,LIght Mist,0.199638,196,1781,1977
2012-01-23,Spring,1,Januari,0,Senin,1,LIght Mist,0.110708,145,2287,2432
2012-01-24,Spring,1,Januari,0,Selasa,1,"Clear, Cloudy",0.123767,439,3900,4339
2012-01-25,Spring,1,Januari,0,Rabu,1,"Clear, Cloudy",0.161071,467,3803,4270
2012-01-26,Spring,1,Januari,0,Kamis,1,LIght Mist,0.0733958,244,3831,4075
2012-01-27,Spring,1,Januari,0,Jumat,1,LIght Mist,0.342667,269,3187,3456
2012-01-28,Spring,1,Januari,0,Sabtu,0,"Clear, Cloudy",0.210829,775,3248,4023
2012-01-29,Spring,1,Januari,0,Minggu,0,"Clear, Cloudy",0.24005,558,2685,3243
2012-01-30,Spring,1,Januari,0,Senin,1,"Clear, Cloudy",0.215792,126,3498,3624
2012-01-31,Spring,1,Januari,0,Selasa,1,"Clear, Cloudy",0.261817,324,4185,4509
2012-02-01,Spring,1,Februari,0,Rabu,1,"Clear, Cloudy",0.189067,304,4275,4579
2012-02-02,Spring,1,Februari,0,Kamis,1,LIght Mist,0.187187,190,3571,3761
2012-02-03,Spring,1,Februari,0,Jumat,1,"Clear, Cloudy",0.178496,310,3841,4151
2012-02-04,Spring,1,Februari,0,Sabtu,0,LIght Mist,0.121896,384,2448,2832
2012-02-05,Spring,1,Februari,0,Minggu,0,LIght Mist,0.175996,318,2629,2947
2012-02-06,Spring,1,Februari,0,Senin,1,"Clear, Cloudy",0.1538,206,3578,3784
2012-02-07,Spring,1,Februari,0,Selasa,1,"Clear, Cloudy",0.147379,199,4176,4375
2012-02-08,Spring,1,Februari,0,Rabu,1,LIght Mist,0.133721,109,2693,2802
2012-02-09,Spring,1,Februari,0,Kamis,1,"Clear, Cloudy",0.194037,163,3667,3830
2012-02-10,Spring,1,Februari,0,Jumat,1,LIght Mist,0.116929,227,3604,3831
2012-02-11,Spring,1,Februari,0,Sabtu,0,"Light Snow, Thunderstorm",0.289796,192,1977,2169
2012-02-12,Spring,1,Februari,0,Minggu,0,"Clear, Cloudy",0.409212,73,1456,1529
2012-02-13,Spring,1,Februari,0,Senin,1,"Clear, Cloudy",0.167283,94,3328,3422
2012-02-14,Spring,1,Februari,0,Selasa,1,LIght Mist,0.141179,135,3787,3922
2012-02-15,Spring,1,Februari,0,Rabu,1,"Clear, Cloudy",0.1816,141,4028,4169
2012-02-16,Spring,1,Februari,0,Kamis,1,LIght Mist,0.091425,74,2931,3005
2012-02-17,Spring,1,Februari,0,Jumat,1,"Clear, Cloudy",0.205846,349,3805,4154
2012-02-18,Spring,1,Februari,0,Sabtu,0,"Clear, Cloudy",0.190929,1435,2883,4318
2012-02-19,Spring,1,Februari,0,Minggu,0,LIght Mist,0.253112,618,2071,2689
2012-02-20,Spring,1,Februari,1,Senin,0,"Clear, Cloudy",0.229083,502,2627,3129
2012-02-21,Spring,1,Februari,0,Selasa,1,"Clear, Cloudy",0.205717,163,3614,3777
2012-02-22,Spring,1,Februari,0,Rabu,1,"Clear, Cloudy",0.234471,394,4379,4773
2012-02-23,Spring,1,Februari,0,Kamis,1,"Clear, Cloudy",0.190913,516,4546,5062
2012-02-24,Spring,1,Februari,0,Jumat,1,LIght Mist,0.237567,246,3241,3487
2012-02-25,Spring,1,Februari,0,Sabtu,0,"Clear, Cloudy",0.421642,317,2415,2732
2012-02-26,Spring,1,Februari,0,Minggu,0,"Clear, Cloudy",0.205229,515,2874,3389
2012-02-27,Spring,1,Februari,0,Senin,1,"Clear, Cloudy",0.268033,253,4069,4322
2012-02-28,Spring,1,Februari,0,Selasa,1,"Clear, Cloudy",0.193417,229,4134,4363
2012-02-29,Spring,1,Februari,0,Rabu,1,LIght Mist,0.179117,65,1769,1834
2012-03-01,Spring,1,Maret,0,Kamis,1,"Clear, Cloudy",0.226987,325,4665,4990
2012-03-02,Spring,1,Maret,0,Jumat,1,LIght Mist,0.144904,246,2948,3194
2012-03-03,Spring,1,Maret,0,Sabtu,0,LIght Mist,0.161079,956,3110,4066
2012-03-04,Spring,1,Maret,0,Minggu,0,"Clear, Cloudy",0.334571,710,2713,3423
2012-03-05,Spring,1,Maret,0,Senin,1,"Clear, Cloudy",0.228858,203,3130,3333
2012-03-06,Spring,1,Maret,0,Selasa,1,"Clear, Cloudy",0.200875,221,3735,3956
2012-03-07,Spring,1,Maret,0,Rabu,1,"Clear, Cloudy",0.345779,432,4484,4916
2012-03-08,Spring,1,Maret,0,Kamis,1,"Clear, Cloudy",0.441563,486,4896,5382
2012-03-09,Spring,1,Maret,0,Jumat,1,LIght Mist,0.4148,447,4122,4569
2012-03-10,Spring,1,Maret,0,Sabtu,0,"Clear, Cloudy",0.22575,968,3150,4118
2012-03-11,Spring,1,Maret,0,Minggu,0,"Clear, Cloudy",0.222587,1658,3253,4911
2012-03-12,Spring,1,Maret,0,Senin,1,"Clear, Cloudy",0.207713,838,4460,5298
2012-03-13,Spring,1,Maret,0,Selasa,1,"Clear, Cloudy",0.23695,762,5085,5847
2012-03-14,Spring,1,Maret,0,Rabu,1,"Clear, Cloudy",0.115062,997,5315,6312
2012-03-15,Spring,1,Maret,0,Kamis,1,"Clear, Cloudy",0.149883,1005,5187,6192
2012-03-16,Spring,1,Maret,0,Jumat,1,LIght Mist,0.113192,548,3830,4378
2012-03-17,Spring,1,Maret,0,Sabtu,0,LIght Mist,0.110704,3155,4681,7836
2012-03-18,Spring,1,Maret,0,Minggu,0,LIght Mist,0.126883,2207,3685,5892
2012-03-19,Spring,1,Maret,0,Senin,1,"Clear, Cloudy",0.162317,982,5171,6153
2012-03-20,Spring,1,Maret,0,Selasa,1,"Clear, Cloudy",0.121271,1051,5042,6093
2012-03-21,Summer,1,Maret,0,Rabu,1,LIght Mist,0.0895583,1122,5108,6230
2012-03-22,Summer,1,Maret,0,Kamis,1,"Clear, Cloudy",0.117562,1334,5537,6871
2012-03-23,Summer,1,Maret,0,Jumat,1,LIght Mist,0.1163,2469,5893,8362
2012-03-24,Summer,1,Maret,0,Sabtu,0,LIght Mist,0.192783,1033,2339,3372
2012-03-25,Summer,1,Maret,0,Minggu,0,LIght Mist,0.220775,1532,3464,4996
2012-03-26,Summer,1,Maret,0,Senin,1,"Clear, Cloudy",0.386821,795,4763,5558
2012-03-27,Summer,1,Maret,0,Selasa,1,"Clear, Cloudy",0.187192,531,4571,5102
2012-03-28,Summer,1,Maret,0,Rabu,1,"Clear, Cloudy",0.291671,674,5024,5698
2012-03-29,Summer,1,Maret,0,Kamis,1,"Clear, Cloudy",0.31965,834,5299,6133
2012-03-30,Summer,1,Maret,0,Jumat,1,LIght Mist,0.138067,796,4663,5459
2012-03-31,Summer,1,Maret,0,Sabtu,0,LIght Mist,0.250617,2301,3934,6235
2012-04-01,Summer,1,April,0,Minggu,0,LIght Mist,0.172267,2347,3694,6041
2012-04-02,Summer,1,April,0,Senin,1,"Clear, Cloudy",0.312139,1208,4728,5936
2012-04-03,Summer,1,April,0,Selasa,1,"Clear, Cloudy",0.100133,1348,5424,6772
2012-04-04,Summer,1,April,0,Rabu,1,"Clear, Cloudy",0.180975,1058,5378,6436
2012-04-05,Summer,1,April,0,Kamis,1,"Clear, Cloudy",0.219529,1192,5265,6457
2012-04-06,Summer,1,April,0,Jumat,1,"Clear, Cloudy",0.300388,1807,4653,6460
2012-04-07,Summer,1,April,0,Sabtu,0,"Clear, Cloudy",0.274871,3252,3605,6857
2012-04-08,Summer,1,April,0,Minggu,0,"Clear, Cloudy",0.232596,2230,2939,5169
2012-04-09,Summer,1,April,0,Senin,1,"Clear, Cloudy",0.358196,905,4680,5585
2012-04-10,Summer,1,April,0,Selasa,1,"Clear, Cloudy",0.249375,819,5099,5918
2012-04-11,Summer,1,April,0,Rabu,1,"Clear, Cloudy",0.295274,482,4380,4862
2012-04-12,Summer,1,April,0,Kamis,1,"Clear, Cloudy",0.290429,663,4746,5409
2012-04-13,Summer,1,April,0,Jumat,1,"Clear, Cloudy",0.155471,1252,5146,6398
2012-04-14,Summer,1,April,0,Sabtu,0,"Clear, Cloudy",0.190917,2795,4665,7460
2012-04-15,Summer,1,April,0,Minggu,0,"Clear, Cloudy",0.225129,2846,4286,7132
2012-04-16,Summer,1,April,1,Senin,0,"Clear, Cloudy",0.284829,1198,5172,6370
2012-04-17,Summer,1,April,0,Selasa,1,"Clear, Cloudy",0.273629,989,5702,6691
2012-04-18,Summer,1,April,0,Rabu,1,LIght Mist,0.167912,347,4020,4367
2012-04-19,Summer,1,April,0,Kamis,1,"Clear, Cloudy",0.0659292,846,5719,6565
2012-04-20,Summer,1,April,0,Jumat,1,"Clear, Cloudy",0.149871,1340,5950,7290
2012-04-21,Summer,1,April,0,Sabtu,0,"Clear, Cloudy",0.283587,2541,4083,6624
2012-04-22,Summer,1,April,0,Minggu,0,"Light Snow, Thunderstorm",0.344546,120,907,1027
2012-04-23,Summer,1,April,0,Senin,1,LIght Mist,0.303496,195,3019,3214
2012-04-24,Summer,1,April,0,Selasa,1,"Clear, Cloudy",0.249383,518,5115,5633
2012-04-25,Summer,1,April,0,Rabu,1,"Clear, Cloudy",0.118792,655,5541,6196
2012-04-26,Summer,1,April,0,Kamis,1,LIght Mist,0.176625,475,4551,5026
2012-04-27,Summer,1,April,0,Jumat,1,"Clear, Cloudy",0.347633,1014,5219,6233
2012-04-28,Summer,1,April,0,Sabtu,0,LIght Mist,0.129975,1120,3100,4220
2012-04-29,Summer,1,April,0,Minggu,0,"Clear, Cloudy",0.116908,2229,4075,6304
2012-04-30,Summer,1,April,0,Senin,1,LIght Mist,0.171638,665,4907,5572
2012-05-01,Summer,1,Mei,0,Selasa,1,LIght Mist,0.156096,653,5087,5740
2012-05-02,Summer,1,Mei,0,Rabu,1,"Clear, Cloudy",0.138058,667,5502,6169
2012-05-03,Summer,1,Mei,0,Kamis,1,LIght Mist,0.133696,764,5657,6421
2012-05-04,Summer,1,Mei,0,Jumat,1,"Clear, Cloudy",0.162938,1069,5227,6296
2012-05-05,Summer,1,Mei,0,Sabtu,0,LIght Mist,0.152992,2496,4387,6883
2012-05-06,Summer,1,Mei,0,Minggu,0,LIght Mist,0.149879,2135,4224,6359
2012-05-07,Summer,1,Mei,0,Senin,1,LIght Mist,0.230721,1008,5265,6273
2012-05-08,Summer,1,Mei,0,Selasa,1,LIght Mist,0.296029,738,4990,5728
2012-05-09,Summer,1,Mei,0,Rabu,1,LIght Mist,0.216412,620,4097,4717
2012-05-10,Summer,1,Mei,0,Kamis,1,"Clear, Cloudy",0.314063,1026,5546,6572
2012-05-11,Summer,1,Mei,0,Jumat,1,"Clear, Cloudy",0.236937,1319,5711,7030
2012-05-12,Summer,1,Mei,0,Sabtu,0,"Clear, Cloudy",0.123133,2622,4807,7429
2012-05-13,Summer,1,Mei,0,Minggu,0,"Clear, Cloudy",0.225117,2172,3946,6118
2012-05-14,Summer,1,Mei,0,Senin,1,LIght Mist,0.212692,342,2501,2843
2012-05-15,Summer,1,Mei,0,Selasa,1,LIght Mist,0.147392,625,4490,5115
2012-05-16,Summer,1,Mei,0,Rabu,1,"Clear, Cloudy",0.122512,991,6433,7424
2012-05-17,Summer,1,Mei,0,Kamis,1,"Clear, Cloudy",0.229475,1242,6142,7384
2012-05-18,Summer,1,Mei,0,Jumat,1,"Clear, Cloudy",0.136817,1521,6118,7639
2012-05-19,Summer,1,Mei,0,Sabtu,0,"Clear, Cloudy",0.083975,3410,4884,8294
2012-05-20,Summer,1,Mei,0,Minggu,0,"Clear, Cloudy",0.254367,2704,4425,7129
2012-05-21,Summer,1,Mei,0,Senin,1,LIght Mist,0.233204,630,3729,4359
2012-05-22,Summer,1,Mei,0,Selasa,1,LIght Mist,0.118167,819,5254,6073
2012-05-23,Summer,1,Mei,0,Rabu,1,LIght Mist,0.102,766,4494,5260
2012-05-24,Summer,1,Mei,0,Kamis,1,"Clear, Cloudy",0.172896,1059,5711,6770
2012-05-25,Summer,1,Mei,0,Jumat,1,"Clear, Cloudy",0.14055,1417,5317,6734
2012-05-26,Summer,1,Mei,0,Sabtu,0,"Clear, Cloudy",0.198992,2855,3681,6536
2012-05-27,Summer,1,Mei,0,Minggu,0,"Clear, Cloudy",0.215171,3283,3308,6591
2012-05-28,Summer,1,Mei,1,Senin,0,"Clear, Cloudy",0.196521,2557,3486,6043
2012-05-29,Summer,1,Mei,0,Selasa,1,"Clear, Cloudy",0.2954,880,4863,5743
2012-05-30,Summer,1,Mei,0,Rabu,1,LIght Mist,0.134329,745,6110,6855
2012-05-31,Summer,1,Mei,0,Kamis,1,"Clear, Cloudy",0.195279,1100,6238,7338
2012-06-01,Summer,1,Juni,0,Jumat,1,LIght Mist,0.237563,533,3594,4127
2012-06-02,Summer,1,Juni,0,Sabtu,0,"Clear, Cloudy",0.186562,2795,5325,8120
2012-06-03,Summer,1,Juni,0,Minggu,0,"Clear, Cloudy",0.184087,2494,5147,7641
2012-06-04,Summer,1,Juni,0,Senin,1,"Clear, Cloudy",0.284833,1071,5927,6998
2012-06-05,Summer,1,Juni,0,Selasa,1,LIght Mist,0.209575,968,6033,7001
2012-06-06,Summer,1,Juni,0,Rabu,1,"Clear, Cloudy",0.077125,1027,6028,7055
2012-06-07,Summer,1,Juni,0,Kamis,1,"Clear, Cloudy",0.15735,1038,6456,7494
2012-06-08,Summer,1,Juni,0,Jumat,1,"Clear, Cloudy",0.175383,1488,6248,7736
2012-06-09,Summer,1,Juni,0,Sabtu,0,"Clear, Cloudy",0.144287,2708,4790,7498
2012-06-10,Summer,1,Juni,0,Minggu,0,"Clear, Cloudy",0.133721,2224,4374,6598
2012-06-11,Summer,1,Juni,0,Senin,1,LIght Mist,0.207713,1017,5647,6664
2012-06-12,Summer,1,Juni,0,Selasa,1,LIght Mist,0.214546,477,4495,4972
2012-06-13,Summer,1,Juni,0,Rabu,1,"Clear, Cloudy",0.343279,1173,6248,7421
2012-06-14,Summer,1,Juni,0,Kamis,1,"Clear, Cloudy",0.253733,1180,6183,7363
2012-06-15,Summer,1,Juni,0,Jumat,1,"Clear, Cloudy",0.176617,1563,6102,7665
2012-06-16,Summer,1,Juni,0,Sabtu,0,"Clear, Cloudy",0.166667,2963,4739,7702
2012-06-17,Summer,1,Juni,0,Minggu,0,"Clear, Cloudy",0.144904,2634,4344,6978
2012-06-18,Summer,1,Juni,0,Senin,1,LIght Mist,0.174746,653,4446,5099
2012-06-19,Summer,1,Juni,0,Selasa,1,"Clear, Cloudy",0.148017,968,5857,6825
2012-06-20,Summer,1,Juni,0,Rabu,1,"Clear, Cloudy",0.113812,872,5339,6211
2012-06-21,Fall,1,Juni,0,Kamis,1,"Clear, Cloudy",0.118787,778,5127,5905
2012-06-22,Fall,1,Juni,0,Jumat,1,"Clear, Cloudy",0.182842,964,4859,5823
2012-06-23,Fall,1,Juni,0,Sabtu,0,"Clear, Cloudy",0.179721,2657,4801,7458
2012-06-24,Fall,1,Juni,0,Minggu,0,"Clear, Cloudy",0.145525,2551,4340,6891
2012-06-25,Fall,1,Juni,0,Senin,1,"Clear, Cloudy",0.300383,1139,5640,6779
2012-06-26,Fall,1,Juni,0,Selasa,1,"Clear, Cloudy",0.347642,1077,6365,7442
2012-06-27,Fall,1,Juni,0,Rabu,1,"Clear, Cloudy",0.271775,1077,6258,7335
2012-06-28,Fall,1,Juni,0,Kamis,1,"Clear, Cloudy",0.17165,921,5958,6879
2012-06-29,Fall,1,Juni,0,Jumat,1,"Clear, Cloudy",0.165417,829,4634,5463
2012-06-30,Fall,1,Juni,0,Sabtu,0,"Clear, Cloudy",0.161071,1455,4232,5687
2012-07-01,Fall,1,Juli,0,Minggu,0,"Clear, Cloudy",0.168529,1421,4110,5531
2012-07-02,Fall,1,Juli,0,Senin,1,"Clear, Cloudy",0.195267,904,5323,6227
2012-07-03,Fall,1,Juli,0,Selasa,1,"Clear, Cloudy",0.126237,1052,5608,6660
2012-07-04,Fall,1,Juli,1,Rabu,0,"Clear, Cloudy",0.13495,2562,4841,7403
2012-07-05,Fall,1,Juli,0,Kamis,1,"Clear, Cloudy",0.194029,1405,4836,6241
2012-07-06,Fall,1,Juli,0,Jumat,1,"Clear, Cloudy",0.146142,1366,4841,6207
2012-07-07,Fall,1,Juli,0,Sabtu,0,"Clear, Cloudy",0.163554,1448,3392,4840
2012-07-08,Fall,1,Juli,0,Minggu,0,"Clear, Cloudy",0.125629,1203,3469,4672
2012-07-09,Fall,1,Juli,0,Senin,1,LIght Mist,0.180975,998,5571,6569
2012-07-10,Fall,1,Juli,0,Selasa,1,LIght Mist,0.151737,954,5336,6290
2012-07-11,Fall,1,Juli,0,Rabu,1,"Clear, Cloudy",0.151733,975,6289,7264
2012-07-12,Fall,1,Juli,0,Kamis,1,"Clear, Cloudy",0.146775,1032,6414,7446
2012-07-13,Fall,1,Juli,0,Jumat,1,LIght Mist,0.08085,1511,5988,7499
2012-07-14,Fall,1,Juli,0,Sabtu,0,LIght Mist,0.143679,2355,4614,6969
2012-07-15,Fall,1,Juli,0,Minggu,0,"Clear, Cloudy",0.166667,1920,4111,6031
2012-07-16,Fall,1,Juli,0,Senin,1,"Clear, Cloudy",0.164187,1088,5742,6830
2012-07-17,Fall,1,Juli,0,Selasa,1,"Clear, Cloudy",0.114429,921,5865,6786
2012-07-18,Fall,1,Juli,0,Rabu,1,"Clear, Cloudy",0.137442,799,4914,5713
2012-07-19,Fall,1,Juli,0,Kamis,1,"Clear, Cloudy",0.165429,888,5703,6591
2012-07-20,Fall,1,Juli,0,Jumat,1,LIght Mist,0.208967,747,5123,5870
2012-07-21,Fall,1,Juli,0,Sabtu,0,"Light Snow, Thunderstorm",0.2133,1264,3195,4459
2012-07-22,Fall,1,Juli,0,Minggu,0,LIght Mist,0.0939208,2544,4866,7410
2012-07-23,Fall,1,Juli,0,Senin,1,"Clear, Cloudy",0.138683,1135,5831,6966
2012-07-24,Fall,1,Juli,0,Selasa,1,"Clear, Cloudy",0.211454,1140,6452,7592
